timestamp;router_ping;reference_ping
1657206586,757036;3,439;35,159
1657206586,814095;3,461;34,914
1657206586,871077;4,379;34,539
1657206586,928025;4,085;35,726
1657206586,9863439;3,722;35,07
1657206587,043426;3,424;35,206
1657206587,1000462;3,577;34,919
1657206587,157581;3,005;35,115
1657206587,214463;3,43;35,016
1657206587,270491;3,48;34,891
1657206587,3262231;3,074;34,885
1657206587,382751;3,67;35,444
1657206587,441309;3,97;35,567
1657206587,5003479;3,447;35,563
1657206587,558152;3,579;34,862
1657206587,617627;3,49;35,062
1657206587,674207;3,6;34,861
1657206587,732009;3,485;34,86
1657206587,7887921;3,076;34,903
1657206587,845618;4,19;36,457
1657206587,905521;3,442;36,162
1657206587,9655209;3,811;35,087
1657206588,022707;3,979;35,005
1657206588,080384;2,858;37,522
1657206588,137974;3,44;35,062
1657206588,195071;3,478;34,799
1657206588,2524889;2,976;34,697
1657206588,308144;3,323;34,873
1657206588,361154;3,783;34,581
1657206588,418186;3,502;34,633
1657206588,475432;4,691;34,679
1657206588,5379388;3,489;35,097
1657206588,593397;3,456;34,863
1657206588,65204;3,68;35,098
1657206588,711663;3,436;34,8
1657206588,7701278;3,461;34,77
1657206588,826623;3,446;34,722
1657206588,8830788;3,509;34,798
1657206588,940151;4,194;35,024
1657206588,9990778;3,394;35,063
1657206589,056719;3,839;35,112
1657206589,1134348;3,191;34,908
1657206589,1736681;3,582;34,544
1657206589,2330072;3,457;34,799
1657206589,2940009;3,458;34,548
1657206589,3531;6,166;34,88
1657206589,41588;3,977;35,051
1657206589,477401;3,724;34,985
1657206589,535677;3,826;35,348
1657206589,594413;4,136;35,46
1657206589,654627;4,119;35,08
1657206589,714901;3,865;35,127
1657206589,772783;3,926;35,414
1657206589,830994;3,442;35,039
1657206589,886692;3,805;34,906
1657206589,944322;3,094;35,213
1657206590,0024981;3,925;34,913
1657206590,060012;3,618;35,174
1657206590,116926;3,733;35,181
1657206590,173055;3,247;34,758
1657206590,232513;3,092;34,632
1657206590,292002;3,471;34,931
1657206590,351579;3,614;35,06
1657206590,411154;3,774;34,868
1657206590,4693298;3,533;38,049
1657206590,533979;3,073;34,615
1657206590,591816;3,057;34,657
1657206590,650111;3,232;34,797
1657206590,706486;3,449;34,492
1657206590,7626328;3,11;34,202
1657206590,818464;3,041;34,38
1657206590,874916;3,04;34,324
1657206590,930822;3,672;34,087
1657206590,9874299;2,997;35,05
1657206591,0435882;3,289;35,441
1657206591,101965;3,056;33,984
1657206591,1574469;3,868;35,087
1657206591,221889;6,148;34,087
1657206591,2734451;2,873;34,735
1657206591,327647;2,989;34,28
1657206591,381833;3,241;34,561
1657206591,4371378;3,033;34,05
1657206591,486795;4,435;43,625
1657206591,553169;3,054;43,182
1657206591,6122959;4,406;34,64
1657206591,665878;14,302;33,904
1657206591,731478;3,577;36,038
1657206591,7877052;7,447;36,905
1657206591,845366;3,609;38,606
1657206591,900877;5,704;36,117
1657206591,9561641;5,013;43,282
1657206592,018162;3,497;36,166
1657206592,070148;3,35;34,912
1657206592,1203048;4,233;41,557
1657206592,1818619;20,098;38,005
1657206592,252494;13,018;35,713
1657206592,319392;7,442;40,604
1657206592,3855538;3,764;38,508
1657206592,448748;12,701;38,891
1657206592,522766;22,073;44,295
1657206592,6138408;4,021;38,083
1657206592,676512;19,227;46,581
1657206592,762219;3,364;36,1
1657206592,8215208;14,05;36,05
1657206592,891314;13,309;45,431
1657206592,9664829;19,195;37,748
1657206593,044148;13,817;34,436
1657206593,1129699;9,119;41,729
1657206593,18396;8,064;47,044
1657206593,259218;3,552;35,056
1657206593,31567;3,594;35,223
1657206593,373178;3,408;35,178
1657206593,431222;3,651;34,649
1657206593,488628;2,754;34,759
1657206593,5438578;3,317;34,299
1657206593,597157;3,309;34,774
1657206593,651399;3,315;34,827
1657206593,703032;3,595;34,678
1657206593,759537;3,825;34,08
1657206593,814665;3,504;35,162
1657206593,872426;3,49;35,23
1657206593,930801;4,035;35,705
1657206593,989698;3,601;36,695
1657206594,048189;3,861;35,033
1657206594,105097;3,817;35,055
1657206594,161994;4,573;35,114
1657206594,221051;3,421;35,024
1657206594,2775218;3,385;35,001
1657206594,3352342;3,769;35,253
1657206594,391969;3,041;35,617
1657206594,447087;3,468;34,883
1657206594,502688;5,09;34,623
1657206594,561249;3,455;34,976
1657206594,619116;3,627;34,764
1657206594,676818;3,182;35,402
1657206594,730922;6,129;35,29
1657206594,7906618;3,334;35,636
1657206594,8475032;3,159;35,253
1657206594,903691;4,85;36,021
1657206594,961303;7,036;34,61
1657206595,023486;3,402;39,638
1657206595,085848;10,167;42,214
