timestamp;router_ping;reference_ping
1657216981,7317991;2,695;89,824
1657216981,831413;3,211;89,822
1657216981,9312892;3,028;90,175
1657216982,0330062;3,216;89,789
1657216982,1337018;3,001;89,652
1657216982,2338402;2,616;90,635
1657216982,334801;2,827;90,122
1657216982,4356532;3,278;95,19
1657216982,53993;3,614;105,049
1657216982,650934;2,697;90,817
1657216982,746464;2,305;90,509
1657216982,84371;3,274;90,497
1657216982,944106;2,657;89,84
1657216983,043945;2,761;90,001
1657216983,144612;3,174;90,456
1657216983,244909;3,262;90,051
1657216983,344548;2,625;89,693
1657216983,443748;4,34;89,446
1657216983,544527;2,763;89,316
1657216983,6433349;2,333;90,18
1657216983,739968;2,703;89,797
1657216983,8339388;2,324;90,362
1657216983,9310012;2,746;90,215
1657216984,030758;2,894;90,301
1657216984,132;3,216;90,274
1657216984,232252;2,431;91,835
1657216984,3353229;3,37;94,811
1657216984,43933;2,698;89,919
1657216984,53714;2,777;90,277
1657216984,63786;3,303;90,947
1657216984,739718;2,608;90,808
1657216984,837874;2,71;89,86
1657216984,932056;2,384;90,087
1657216985,0291252;2,773;90,196
1657216985,130239;3,167;90,272
1657216985,2326;2,865;90,01
1657216985,333293;3,248;90,419
1657216985,433573;3,064;89,841
1657216985,534838;3,27;90,668
1657216985,636061;3,273;90,276
1657216985,7377112;2,898;89,749
1657216985,836884;2,535;90,419
1657216985,9341471;2,174;89,566
1657216986,027912;2,371;90,078
1657216986,124676;2,546;90,118
1657216986,224641;2,842;89,706
1657216986,3246999;2,801;91,042
1657216986,4259672;2,92;90,329
1657216986,527136;3,175;90,156
1657216986,6270988;2,944;90,368
1657216986,728328;2,968;90,302
1657216986,830356;2,813;90,543
1657216986,9303381;2,597;90,129
1657216987,027261;2,997;89,786
1657216987,1212769;4,003;89,94
1657216987,2176151;3,104;90,236
1657216987,317036;3,149;90,546
1657216987,4174452;3,107;90,414
1657216987,517626;2,527;91,271
1657216987,6189172;2,881;90,293
1657216987,720255;3,264;90,811
