timestamp;router_ping;reference_ping
1657208230,158338;3,236;34,9
1657208230,206553;3,927;35,24
1657208230,254198;3,646;35,045
1657208230,298709;3,157;34,924
1657208230,3427682;3,668;35,317
1657208230,3884318;3,624;35,228
1657208230,434937;3,418;35,193
1657208230,483488;3,628;35,387
1657208230,5344598;3,586;35,051
1657208230,585998;2,845;34,47
1657208230,637461;3,182;35,496
1657208230,689444;3,48;34,718
1657208230,758465;3,184;35,228
1657208230,824094;3,123;35,024
1657208230,868104;3,156;35,175
1657208230,912831;3,243;35,071
1657208230,958926;3,17;35,19
1657208231,006258;3,171;34,584
1657208231,0547252;3,204;35,209
1657208231,105076;3,265;35,091
1657208231,155655;3,206;35,204
1657208231,215014;3,398;34,876
1657208231,2652822;3,42;34,986
1657208231,311578;3,368;39,079
1657208231,3604789;3,486;35,212
1657208231,4052212;3,428;34,662
1657208231,4495401;3,177;35,27
1657208231,494849;3,006;34,51
1657208231,541253;3,171;34,773
1657208231,589549;2,816;34,972
1657208231,63907;3,225;35,118
1657208231,69016;4,163;34,865
1657208231,741802;3,315;34,734
1657208231,794235;2,92;34,537
1657208231,8442938;3,22;34,567
1657208231,8936;3,15;35,456
1657208231,939244;3,213;34,131
1657208231,982489;2,986;34,353
1657208232,025588;3,154;34,842
1657208232,0703769;3,175;34,605
1657208232,1161768;3,162;34,797
1657208232,163734;2,856;35,299
1657208232,212812;4,133;35,105
1657208232,2649841;3,209;35,799
1657208232,3166661;3,555;34,959
1657208232,368428;3,269;34,819
1657208232,419343;3,732;35,474
1657208232,471444;3,66;34,022
1657208232,516833;4,18;34,794
1657208232,562159;3,38;35,287
1657208232,606504;3,14;34,95
1657208232,651338;3,254;34,913
1657208232,697348;3,08;34,825
1657208232,745219;3,248;35,275
1657208232,7952719;3,272;34,758
1657208232,846405;3,272;34,864
1657208232,897283;2,794;34,869
1657208232,948075;3,193;34,827
1657208232,9985301;3,371;34,668
1657208233,0476851;3,161;40,786
1657208233,100075;3,165;36,913
1657208233,1532109;3,144;34,706
1657208233,19706;3,192;35,845
1657208233,2427342;3,382;35,077
1657208233,289427;4,083;34,708
1657208233,338449;3,577;34,941
1657208233,388798;3,289;34,436
1657208233,439264;3,195;35,654
1657208233,490344;3,651;34,808
1657208233,5415208;3,638;41,708
1657208233,599304;3,071;34,712
1657208233,650107;2,77;34,547
1657208233,698485;3,652;34,926
1657208233,743208;3,397;34,777
1657208233,7870562;2,968;34,782
1657208233,831601;3,188;34,728
1657208233,877215;3,033;34,855
1657208233,9253309;3,487;34,849
1657208233,976247;3,227;35,001
1657208234,0264902;3,219;35,307
1657208234,077984;3,265;34,914
1657208234,131129;3,265;34,908
1657208234,181851;2,78;34,753
1657208234,231325;4,011;35,109
1657208234,278184;2,993;35,368
1657208234,3245308;3,129;35,232
1657208234,3691351;3,399;35,024
1657208234,4144619;3,173;35,472
1657208234,4608939;3,647;35,702
1657208234,5108428;3,588;35,835
1657208234,562948;3,707;35,72
1657208234,615349;3,444;35,285
1657208234,6674292;3,255;35,292
1657208234,719641;3,519;35,874
1657208234,772445;3,881;34,591
1657208234,8222048;3,161;34,794
1657208234,868175;3,221;35,321
1657208234,91649;3,182;35,004
1657208234,9604301;3,687;35,137
1657208235,006005;2,73;34,524
1657208235,051156;3,213;35,09
1657208235,0994759;2,776;35,584
1657208235,150298;3,495;35,038
1657208235,2024992;3,22;35,429
1657208235,25437;3,608;35,477
1657208235,3062458;3,41;35,191
1657208235,35827;3,232;35,4
1657208235,408395;2,978;35,245
1657208235,453986;3,103;34,871
1657208235,4985669;3,179;34,866
1657208235,542495;4,076;37,888
1657208235,591452;3,336;35,49
1657208235,638432;3,429;35,184
1657208235,687367;2,833;34,959
1657208235,73748;3,06;35,155
1657208235,788975;3,278;35,073
1657208235,8404942;3,278;35,169
1657208235,89253;2,826;34,875
1657208235,9437451;3,255;34,853
1657208235,993044;4,774;34,605
1657208236,041881;3,208;34,823
1657208236,08897;3,112;35,06
1657208236,132941;3,196;33,916
1657208236,1769931;3,864;34,981
1657208236,22414;3,866;35,467
1657208236,2724102;3,483;34,757
1657208236,318462;3,2;35,136
1657208236,368299;3,243;35,204
1657208236,419868;3,475;35,118
1657208236,471329;3,259;35,2
1657208236,523231;3,302;35,291
1657208236,5741599;3,232;34,763
1657208236,620173;3,864;34,469
1657208236,670155;3,978;35,744
1657208236,7161212;3,626;35,885
1657208236,762552;3,703;35,77
1657208236,810548;4,908;35,512
1657208236,861257;3,438;34,948
1657208236,911842;3,436;34,962
1657208236,96288;3,274;35,508
1657208237,0143209;3,271;34,299
1657208237,0672011;3,273;35,116
1657208237,1179688;2,972;35,817
1657208237,169903;3,566;35,007
1657208237,2239628;2,954;35,028
1657208237,268518;3,355;35,076
1657208237,312722;3,347;35,114
1657208237,358003;3,217;34,889
1657208237,404711;3,521;35,427
1657208237,452456;3,37;35,147
1657208237,5015721;2,82;34,954
1657208237,551948;3,304;35,17
1657208237,6045618;3,242;35,069
1657208237,6650372;3,274;34,979
1657208237,7178082;3,586;35,297
1657208237,769888;3,502;34,613
1657208237,8164532;3,127;34,881
1657208237,860265;3,176;34,857
1657208237,904521;3,18;34,96
1657208237,949165;3,198;34,744
1657208238,002281;3,147;35,554
1657208238,0515049;2,796;35,197
1657208238,1023202;2,904;34,907
1657208238,152957;3,316;41,454
1657208238,211819;3,244;35,188
1657208238,264846;4,065;35,222
1657208238,3181062;3,443;34,921
1657208238,368809;3,156;35,006
1657208238,416283;2,79;34,624
1657208238,4596858;3,394;34,917
1657208238,5036318;3,198;34,542
1657208238,5481322;3,18;34,892
1657208238,5938299;3,245;41,712
1657208238,647913;3,24;34,941
1657208238,6990771;3,03;33,894
1657208238,749419;3,149;35,173
1657208238,801249;3,407;35,446
1657208238,8535502;3,665;35,501
1657208238,906185;3,64;35,42
1657208238,958583;3,895;34,588
1657208239,004729;3,359;35,303
1657208239,049839;3,29;35,036
1657208239,094105;3,314;34,702
1657208239,138898;3,138;35,399
1657208239,1851141;3,198;34,959
1657208239,232825;3,449;35,221
1657208239,284841;3,582;35,167
1657208239,335781;3,26;34,765
1657208239,386176;2,794;34,478
1657208239,4356322;3,254;35,268
1657208239,487426;3,457;34,898
1657208239,538261;3,166;35,531
1657208239,584505;3,2;35,06
1657208239,6331542;2,766;34,952
1657208239,677019;2,722;34,744
1657208239,72131;3,151;34,452
1657208239,76662;3,399;35,167
1657208239,813973;3,025;35,275
1657208239,863623;3,61;35,042
1657208239,915017;2,754;34,895
1657208239,966262;3,258;35,141
1657208240,016586;3,211;34,98
1657208240,0682812;3,237;34,513
1657208240,118256;3,186;34,769
1657208240,164555;3,167;35,021
1657208240,208715;3,22;34,74
1657208240,2527308;4,028;35,673
1657208240,2989671;3,04;34,4
1657208240,34422;3,042;34,9
1657208240,390932;3,166;34,858
1657208240,4403808;3,259;35,072
1657208240,492108;3,479;35,115
1657208240,5439732;3,223;34,434
1657208240,594867;2,826;34,329
1657208240,6444511;3,19;34,681
1657208240,693989;3,206;35,209
1657208240,743108;3,156;34,677
1657208240,7875881;3,476;34,678
1657208240,8361988;2,702;35,805
1657208240,8809412;2,961;34,759
1657208240,9258041;3,408;34,951
1657208240,973056;3,511;35,37
1657208241,0225909;3,699;35,771
1657208241,074774;3,694;35,461
1657208241,12709;3,039;34,767
1657208241,1770968;2,813;34,405
1657208241,2256598;3,214;35,565
1657208241,2754939;3,597;35,809
1657208241,32547;3,571;34,822
1657208241,370791;3,244;34,71
1657208241,414753;3,135;34,713
1657208241,458276;3,156;34,943
1657208241,503532;3,136;34,926
1657208241,55016;2,175;34,774
1657208241,597451;3,225;34,877
1657208241,647809;3,247;34,418
1657208241,696088;3,117;35,039
1657208241,7515268;3,22;35,256
1657208241,803097;3,056;34,993
1657208241,854551;3,738;35,141
1657208241,906015;3,373;35,447
1657208241,95255;3,167;35,232
1657208241,9967449;3,357;34,263
1657208242,0400681;3,175;34,308
1657208242,08369;2,744;34,187
1657208242,127842;3,178;35,013
1657208242,173609;2,774;34,665
1657208242,219129;3,213;34,314
1657208242,264392;4,1;34,968
1657208242,311546;3,047;34,342
1657208242,357978;2,731;34,917
1657208242,404425;3,036;34,285
